"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"3","Accrington Stanley",21,17,18,1.14979334878333,1.30675572983333,1.06273779322778,1.1761723965,12.3888888888889,12.2777777777778,3.88888888888889,11.5,11.3333333333333,3.66666666666667,18.6003137026095,17.3108945986897,385.944444444444,0.610335396574061,25.1254882931337
"16","Barnet",25,14,18,1.54866188506667,1.02049054461111,1.41807855173333,0.889907211277778,14.3333333333333,14.1666666666667,4.88888888888889,9.5,9.33333333333333,2.77777777777778,16.5907971585598,19.2224917859089,443.111111111111,0.681795386158475,23.3337374681106
"22","Barrow",20,18,18,0.98463806955,1.51694290193889,0.98463806955,1.51694290193889,10.0555555555556,10.0555555555556,2.66666666666667,14.8888888888889,14.8888888888889,5.11111111111111,17.1334596993521,18.0069850095972,387.111111111111,0.663318025258324,24.6555233875287
"34","Bristol Rovers",17,21,18,1.17763797625,1.2187902626,1.13411019847222,1.08820692926667,11.3333333333333,11.2777777777778,2.61111111111111,11,10.8333333333333,3.77777777777778,16.1385812587113,17.2835617901908,419.722222222222,0.678093977498345,24.9944600040556
"38","Bromley",30,5,18,1.33490578863889,1.20462126386111,1.24785023308333,1.16109348608333,13.5555555555556,13.4444444444444,4,10.4444444444444,10.3888888888889,3.5,17.0018187369842,16.8884772363528,340.666666666667,0.545988258317025,27.4080656395466
"40","Cambridge United",29,6,18,1.20880934285556,0.772681027755556,1.16528156507778,0.729153249977778,11.6111111111111,11.5555555555556,3.33333333333333,7.5,7.44444444444444,2.88888888888889,16.7419389036911,17.7574463667068,412.444444444444,0.635641163793103,24.9520324665436
"47","Cheltenham Town",17,22,18,0.720518301555556,1.69437914042778,0.720518301555556,1.52026802931667,9,9,2.44444444444444,17,16.7777777777778,5.55555555555556,20.383234759229,17.6554485671796,396.555555555556,0.660128887643598,25.4589098254651
"51","Chesterfield",28,9,18,1.30264333339444,1.45290987961667,1.25911555561667,1.23527099072778,11.7777777777778,11.7222222222222,3.94444444444444,10.7777777777778,10.5,4.38888888888889,16.5080739305829,16.9479588981327,518.777777777778,0.748340115656458,22.9840435061737
"57","Colchester United",27,10,18,1.44539024332778,1.01350230209444,1.31480690999444,1.01350230209444,11.3333333333333,11.1666666666667,4.27777777777778,11.0555555555556,11.0555555555556,3.11111111111111,17.4380500870003,17.2289166200563,453,0.738778513612951,23.0180408375828
"62","Crawley Town",17,19,18,1.44131788738333,1.30038851278889,1.22367899849444,1.21333295723333,14.3888888888889,14.1111111111111,4.44444444444444,12.2777777777778,12.1666666666667,4.66666666666667,18.5105837415092,17.5552451827204,507.055555555556,0.768489098279829,21.9989715415262
"66","Crewe Alexandra",27,11,18,1.36534313856667,1.24961120938333,1.19123202745556,1.11902787605,12.6666666666667,12.4444444444444,4.11111111111111,13.1111111111111,12.9444444444444,4.38888888888889,17.6854930696439,17.8833872736803,415.055555555556,0.666175880069602,24.5869125768371
"83","Fleetwood Town",26,13,18,1.34552809268889,1.49323060102222,1.25847253713333,1.36264726768889,12.1111111111111,12,4.22222222222222,15.5,15.3333333333333,4.38888888888889,16.9982429692828,18.302616005444,399.666666666667,0.666805671392827,25.6081296733667
"96","Gillingham",28,8,18,1.41441584702222,1.31532263054444,1.0661936248,1.22826707498889,12.6666666666667,12.2222222222222,4.22222222222222,12.9444444444444,12.8333333333333,3.55555555555556,16.3697542897634,17.9904062536883,352.944444444444,0.590587124193295,26.9394616500472
"101","Grimsby Town",26,12,18,1.73109918646667,0.991054953811111,1.4699325198,0.947527176033333,14.6666666666667,14.3333333333333,4.94444444444444,9.83333333333333,9.77777777777778,3.22222222222222,17.9124819305976,17.207272353725,482.388888888889,0.727513532189335,22.4479326981055
"110","Harrogate Town",16,23,18,0.888636497638889,1.76425150935556,0.845108719861111,1.6771959538,9.77777777777778,9.72222222222222,3.11111111111111,16.2222222222222,16.1111111111111,4.38888888888889,19.8370782922098,16.9052286890024,419.555555555556,0.666313559322034,24.2093527475159
"129","Milton Keynes Dons",32,3,18,1.19630040589444,1.04611165413889,1.06571707256111,0.959056098583333,11,10.8333333333333,3.88888888888889,10.2777777777778,10.1666666666667,3.5,16.8763788658343,18.0341338624165,411.444444444444,0.658385093167702,24.0867817443694
"138","Newport County AFC",12,24,18,1.06853657092778,1.52304475515556,0.981481015372222,1.34893364404444,10.2222222222222,10.1111111111111,3.44444444444444,14.2222222222222,14,4.44444444444444,18.5019642091715,17.0100447173033,407.555555555556,0.691793893129771,25.1000924732306
"144","Notts County",31,4,18,1.12747690642222,1.01539229801667,1.04042135086667,0.971864520238889,10.7222222222222,10.6111111111111,4.27777777777778,10,9.94444444444444,3.27777777777778,18.0124733348786,17.7757803156881,509.222222222222,0.757800567313986,21.2773045946192
"150","Oldham Athletic",23,16,18,1.45349716575556,1.08610177518889,1.3664416102,0.999046219633333,14.3333333333333,14.2222222222222,3.83333333333333,12.1666666666667,12.0555555555556,3.33333333333333,17.2348010091067,17.9851565415229,399.277777777778,0.641575066091554,25.4538719179713
"164","Salford City",29,7,18,1.69440565217778,1.38625922158889,1.52029454106667,1.21214811047778,14.2777777777778,14.0555555555556,4.61111111111111,12.2222222222222,12,3.94444444444444,17.7004907398867,16.6908253354965,393.388888888889,0.646518853269312,25.3239788425434
"168","Shrewsbury Town",17,20,18,0.921196258822222,1.17711678643889,0.921196258822222,1.13358900866111,12,12,2.94444444444444,12.1111111111111,12.0555555555556,4.27777777777778,18.6793782651478,18.7116035286405,377.166666666667,0.639269406392694,26.0296591497717
"189","Swindon Town",34,2,18,1.41947825373889,1.21640883636111,1.37595047596111,1.17288105858333,12.8888888888889,12.8333333333333,4.94444444444444,10.9444444444444,10.8888888888889,3.44444444444444,17.6945492198615,17.6120055295867,456.722222222222,0.704050602116531,24.9436732607821
"197","Tranmere Rovers",23,15,18,1.01682258405556,1.39354496639444,1.01682258405556,1.26296163306111,11.5,11.5,3.22222222222222,13.8888888888889,13.7222222222222,4.05555555555556,18.5755933911379,17.5415402459973,405.666666666667,0.657628047110381,25.4384748916735
"203","Walsall",35,1,18,1.17651384122778,0.974653815283333,1.17651384122778,0.887598259727778,11.8333333333333,11.8333333333333,4.38888888888889,11.0555555555556,10.9444444444444,3,17.1170834108229,17.7711642037107,321.5,0.608605495075168,27.0356979419215
