"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"3","Accrington Stanley",12,21,13,1.06839639672308,1.25734849595385,1.00812716595385,1.13681003441538,12.8461538461538,12.7692307692308,3.69230769230769,11,10.8461538461538,3.61538461538462,18.6710637194865,17.1967033632553,394.615384615385,0.617348927875244,25.2974653357505
"16","Barnet",21,11,14,1.4961008659,1.12032214152143,1.44013658018571,0.952429284378571,14.5,14.4285714285714,5.07142857142857,9.64285714285714,9.42857142857143,2.64285714285714,16.5641584832349,19.1365890054434,458.285714285714,0.699501246882793,23.0333899697085
"23","Barrow",18,15,14,1.03687951367857,1.43891556452143,1.03687951367857,1.43891556452143,10.0714285714286,10.0714285714286,2.57142857142857,15.2857142857143,15.2857142857143,4.85714285714286,16.9989400731571,18.3341489581047,366.642857142857,0.645431521527372,24.923677569511
"46","Bristol Rovers",17,16,14,1.08450891894286,1.34393174729286,1.02854463322857,1.23200317586429,9.92857142857143,9.85714285714286,2.42857142857143,12.3571428571429,12.2142857142857,4.21428571428571,15.5237080946759,16.9380396923197,385.857142857143,0.665124028137727,25.8882868068567
"50","Bromley",21,10,14,1.44471644245714,1.09431455567143,1.33278787102857,1.03835026995714,14.0714285714286,13.9285714285714,3.92857142857143,10.3571428571429,10.2857142857143,3.57142857142857,16.8576650051726,16.8737208867221,349.071428571429,0.555555555555556,27.2754959078576
"57","Cambridge United",21,12,13,1.19979610723077,0.810904474069231,1.19979610723077,0.7506352433,12.2307692307692,12.2307692307692,3.23076923076923,7.69230769230769,7.61538461538461,2.84615384615385,17.1068795315896,17.9926608581175,422.615384615385,0.643065161994903,24.8479685168584
"69","Cheltenham Town",11,24,13,0.695326627215385,1.8190768574,0.695326627215385,1.63826916509231,9.15384615384615,9.15384615384615,2.69230769230769,18.1538461538462,17.9230769230769,6.23076923076923,20.5473247359962,17.7596997166391,352.846153846154,0.615870939611947,26.3146279341988
"73","Chesterfield",23,5,14,1.25653123842857,1.29254191077857,1.25653123842857,1.06868476792143,11.5,11.5,3.92857142857143,9.5,9.21428571428571,3.78571428571429,16.5555284395381,16.9283755643651,523.642857142857,0.758286727595144,22.6925560306438
"78","Colchester United",18,14,14,1.487709319,1.05558094037857,1.37578074757143,1.05558094037857,12.4285714285714,12.2857142857143,4.57142857142857,10.7857142857143,10.7857142857143,3.21428571428571,17.8054226813939,16.9587352026735,467.357142857143,0.748891945590708,22.8177693702659
"83","Crawley Town",12,22,14,1.39319209085714,1.1907937279,1.169334948,1.13482944218571,13.7857142857143,13.5,4.07142857142857,12.1428571428571,12.0714285714286,4.35714285714286,18.0772598150039,17.9629681951053,498.428571428571,0.759386643737461,22.4819437173273
"87","Crewe Alexandra",19,13,13,1.30008339356923,1.23603608779231,1.11927570126154,1.11549762625385,11.8461538461538,11.6153846153846,3.69230769230769,12.6153846153846,12.4615384615385,4.61538461538461,17.8546411432464,17.8957601233991,420.692307692308,0.680380325470836,24.5916756009417
"111","Fleetwood Town",22,7,14,1.45267053656429,1.50582845696429,1.34074196513571,1.39389988553571,12.7857142857143,12.6428571428571,4.5,15.1428571428571,15,4.14285714285714,16.8872357988388,17.6441655706097,409.5,0.683237397523112,25.3507404273853
"123","Gillingham",22,6,13,1.28133530223077,1.17305301092308,1.04025837915385,1.05251454938462,12.2307692307692,11.9230769230769,3.84615384615385,11.5384615384615,11.3846153846154,3.38461538461538,16.6361075503378,18.0122685551549,354.769230769231,0.593235039028621,27.0623373509866
"127","Grimsby Town",24,4,13,1.73402839793077,1.02160669367692,1.43268224408462,0.961337462907692,15.1538461538462,14.7692307692308,5.07692307692308,9.76923076923077,9.69230769230769,3.15384615384615,17.9746453278536,17.1117560330425,500.692307692308,0.740513135658319,22.2058134302735
"135","Harrogate Town",14,19,14,0.938783058721429,1.81065354005,0.882818773007143,1.81065354005,10.3571428571429,10.2857142857143,3.5,16.4285714285714,16.4285714285714,4.42857142857143,19.7165196970028,17.1009567482509,432.714285714286,0.677451304060746,23.896669189376
"165","Milton Keynes Dons",24,3,14,1.11600371979286,0.966188770328571,1.06003943407857,0.910224484614286,10.8571428571429,10.7857142857143,3.92857142857143,10.2142857142857,10.1428571428571,3.28571428571429,16.5745901948059,17.5814028388816,406.285714285714,0.665787623066104,24.2007393809423
"172","Newport County AFC",11,23,14,1.14227074195714,1.49211162103571,1.03034217052857,1.26825447817857,10,9.85714285714286,3.42857142857143,13.5,13.2142857142857,3.92857142857143,18.0109110037424,16.889062618105,391.142857142857,0.677136596055515,25.2979452855405
"181","Notts County",21,9,13,1.14127121823077,1.02190600460769,1.08100198746154,0.961636773838462,10.3846153846154,10.3076923076923,4.69230769230769,10.5384615384615,10.4615384615385,3.53846153846154,18.4083859420357,18.2268627283855,488.076923076923,0.747675334909377,21.4196507351111
"187","Oldham Athletic",16,17,14,1.51240507225,1.15262130387143,1.40047650082143,1.04069273244286,13.9285714285714,13.7857142857143,3.85714285714286,12.5,12.3571428571429,3.57142857142857,16.9787719633154,17.5857374193331,400.142857142857,0.644769725098179,25.3219345723777
