"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"5","Accrington Stanley",12,20,12,1.10051505415,1.14331909796667,1.03522338748333,1.0780274313,12.8333333333333,12.75,3.83333333333333,10.6666666666667,10.5833333333333,3.33333333333333,18.6542723908828,17.6131148932862,394.083333333333,0.620004229223937,25.4057194274477
"18","Barnet",20,10,13,1.40712516853077,1.15712306217692,1.34685593776154,0.976315369869231,14.2307692307692,14.1538461538462,4.69230769230769,9.92307692307692,9.69230769230769,2.69230769230769,16.8077947048523,19.3434668465353,442.615384615385,0.688216892596455,23.4043569769986
"25","Barrow",17,15,13,1.06726177065385,1.34554099781538,1.06726177065385,1.34554099781538,10.3846153846154,10.3846153846154,2.61538461538462,15.0769230769231,15.0769230769231,4.46153846153846,17.101616724321,18.726661863956,376.153846153846,0.654601226993865,24.7347417104908
"47","Bristol Rovers",17,16,13,1.15694605320769,1.30041052965385,1.09667682243846,1.24014129888462,10.3846153846154,10.3076923076923,2.38461538461538,12.1538461538462,12.0769230769231,4.07692307692308,15.4325501573049,16.7407313452279,392,0.669152276295133,25.7528169801099
"51","Bromley",18,13,13,1.45987039555385,1.11268952850769,1.33933193401538,1.05242029773846,14.3846153846154,14.2307692307692,4.07692307692308,10.6153846153846,10.5384615384615,3.61538461538462,17.0964229349584,16.8624621742964,350.769230769231,0.566008771929825,27.2117321275658
"62","Cambridge United",21,9,13,1.19979610723077,0.810904474069231,1.19979610723077,0.7506352433,12.2307692307692,12.2307692307692,3.23076923076923,7.69230769230769,7.61538461538461,2.84615384615385,17.1068795315896,17.9926608581175,422.615384615385,0.643065161994903,24.8479685168584
"77","Cheltenham Town",11,22,13,0.695326627215385,1.8190768574,0.695326627215385,1.63826916509231,9.15384615384615,9.15384615384615,2.69230769230769,18.1538461538462,17.9230769230769,6.23076923076923,20.5473247359962,17.7596997166391,352.846153846154,0.615870939611947,26.3146279341988
"81","Chesterfield",22,6,13,1.25531812291538,1.31833030457692,1.25531812291538,1.0772533815,11.5384615384615,11.5384615384615,4,9.23076923076923,8.92307692307692,3.69230769230769,16.6302134987067,16.9271845662727,535.769230769231,0.767264895908112,22.5592818751831
"85","Colchester United",17,14,13,1.55782036474615,1.09229969973077,1.43728190320769,1.09229969973077,12.6923076923077,12.5384615384615,4.84615384615385,10.9230769230769,10.9230769230769,3.38461538461538,17.8192145588065,16.6207504287478,465.230769230769,0.750496031746032,22.7852934837384
"89","Crawley Town",9,23,13,1.35346013041538,1.2714066167,1.17265243810769,1.21113738593077,13.6923076923077,13.4615384615385,3.92307692307692,12.7692307692308,12.6923076923077,4.46153846153846,17.9981226408452,17.9476110797838,477.538461538462,0.746617268041237,22.8809493008231
"93","Crewe Alexandra",19,11,13,1.30008339356923,1.23603608779231,1.11927570126154,1.11549762625385,11.8461538461538,11.6153846153846,3.69230769230769,12.6153846153846,12.4615384615385,4.61538461538461,17.8546411432464,17.8957601233991,420.692307692308,0.680380325470836,24.5916756009417
"119","Fleetwood Town",19,12,13,1.36243740308462,1.56912506845385,1.30216817231538,1.44858660691538,12.6153846153846,12.5384615384615,4.30769230769231,15.3076923076923,15.1538461538462,4.30769230769231,17.1839349596785,17.5640874774421,411.846153846154,0.69051176690325,25.3318145069481
"132","Gillingham",22,5,13,1.28133530223077,1.17305301092308,1.04025837915385,1.05251454938462,12.2307692307692,11.9230769230769,3.84615384615385,11.5384615384615,11.3846153846154,3.38461538461538,16.6361075503378,18.0122685551549,354.769230769231,0.593235039028621,27.0623373509866
"135","Grimsby Town",24,4,13,1.73402839793077,1.02160669367692,1.43268224408462,0.961337462907692,15.1538461538462,14.7692307692308,5.07692307692308,9.76923076923077,9.69230769230769,3.15384615384615,17.9746453278536,17.1117560330425,500.692307692308,0.740513135658319,22.2058134302735
"142","Harrogate Town",14,19,13,0.909200659038461,1.6808863045,0.848931428269231,1.6808863045,10.2307692307692,10.1538461538462,3.61538461538462,16.3076923076923,16.3076923076923,4.07692307692308,19.9361425092794,16.8042876890379,421.846153846154,0.670678336980306,24.0420918944639
"172","Milton Keynes Dons",24,3,13,1.13604708986923,0.944532902492308,1.0757778591,0.884263671723077,11.1538461538462,11.0769230769231,4,10.2307692307692,10.1538461538462,3.38461538461538,16.5494342144048,17.9715164569798,410.076923076923,0.669292815606828,24.1771985741512
"180","Newport County AFC",8,24,13,0.961089445015385,1.50509295691538,0.840550983476923,1.26401603383846,9.38461538461539,9.23076923076923,3,13.6153846153846,13.3076923076923,4.07692307692308,17.6296432664121,16.8623979236757,394,0.68059351815697,25.2171804731784
"187","Notts County",21,8,13,1.14127121823077,1.02190600460769,1.08100198746154,0.961636773838462,10.3846153846154,10.3076923076923,4.69230769230769,10.5384615384615,10.4615384615385,3.53846153846154,18.4083859420357,18.2268627283855,488.076923076923,0.747675334909377,21.4196507351111
"193","Oldham Athletic",15,17,13,1.52163413945385,1.20319952233846,1.40109567791538,1.0826610608,14,13.8461538461538,3.92307692307692,12.7692307692308,12.6153846153846,3.61538461538462,17.0133032553055,17.4807963955691,389.692307692308,0.64508487958942,25.512385999696
"226","Salford City",22,7,13,1.60923841774615,1.41917135109231,1.36816149466923,1.35890212032308,15,14.6923076923077,4.92307692307692,12.6153846153846,12.5384615384615,3.92307692307692,17.6186422524598,16.4719716108656,387.846153846154,0.64022213407378,25.5251991638338
"237","Shrewsbury Town",12,21,13,0.849362083223077,0.982303962307692,0.849362083223077,0.982303962307692,10.9230769230769,10.9230769230769,2.61538461538462,11.0769230769231,11.0769230769231,4.38461538461539,18.1080166585191,19.1176482721693,378.307692307692,0.642740951606344,25.9132362683611
"257","Swindon Town",25,2,13,1.50739401722308,1.18702757413077,1.44712478645385,1.18702757413077,12.6923076923077,12.6153846153846,5,10.8461538461538,10.8461538461538,3.84615384615385,17.3584935766315,17.8318362691805,454.769230769231,0.714817320703654,24.7364847559016
