"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"5","Accrington Stanley",46,13,31,1.08729170984839,1.29603880224839,1.01146912920323,1.22021622160323,12.7096774193548,12.6129032258065,4.32258064516129,12.0967741935484,12,3.87096774193548,19.4526269542707,17.1218337136,405.677419354839,0.619910941475827,24.7094712150127
"20","Barnet",47,11,32,1.59677308130625,0.998123558490625,1.44986683130625,0.924670433490625,14.3125,14.125,4.875,9.46875,9.375,3.125,16.4590963052441,18.2085711723497,463.71875,0.701394972707056,23.1741043237887
"26","Barrow",27,20,31,1.14895985203548,1.48820222001935,1.14895985203548,1.43765383292258,11.1612903225806,11.1612903225806,3.19354838709677,14.1935483870968,14.1290322580645,4.87096774193548,17.0715102307582,18.1052049413081,411.612903225806,0.666771159874608,24.2395553693025
"41","Bristol Rovers",27,22,32,1.11542367689375,1.38650924027812,1.06645492689375,1.21511861527813,11.125,11.0625,2.9375,11.46875,11.25,3.96875,16.964900354599,17.2553024128492,409.6875,0.659191456903127,25.1487855972883
"45","Bromley",64,1,32,1.38437449786875,1.19926472554687,1.31092137286875,1.15029597554687,13.28125,13.1875,4.34375,10.90625,10.84375,3.71875,16.8105048933241,17.328220182585,333.84375,0.52550781615651,27.368058357409
"50","Cambridge United",60,3,32,1.34408481365312,0.899922950846875,1.24614731365312,0.777501075846875,11.3125,11.1875,3.53125,8.28125,8.125,3,16.2588307211941,18.1045031633361,425.4375,0.646907595122668,24.7745314946577
"60","Cheltenham Town",32,18,31,0.899222044870968,1.56371665709355,0.848673657774193,1.43734568935161,10.1935483870968,10.1290322580645,2.93548387096774,15.5483870967742,15.3870967741935,5.32258064516129,20.1247354678883,17.6952004919853,404.838709677419,0.667808764940239,24.9946575163586
"64","Chesterfield",52,6,32,1.32925450175312,1.31165197608125,1.30477012675313,1.14026135108125,11.59375,11.5625,3.84375,10.96875,10.75,3.75,16.7195698582377,16.8883586240198,509.5625,0.740770268612781,23.0330487138967
"70","Colchester United",46,12,31,1.39418152141613,0.947356653712903,1.26781055367419,0.922082460164516,11.6774193548387,11.5161290322581,3.87096774193548,10.5806451612903,10.5483870967742,3.06451612903226,17.7448157674944,17.6707290747131,466.548387096774,0.737813731590956,22.6732144980917
"75","Crawley Town",27,21,33,1.29084952556667,1.35495265864545,1.17213740435455,1.25998296167576,13.6060606060606,13.4545454545455,4.27272727272727,12.5151515151515,12.3939393939394,4.51515151515152,18.5236415339969,17.5699841089391,482.181818181818,0.73667672197084,22.8141211798391
"81","Crewe Alexandra",50,8,33,1.25591950020909,1.31676397107576,1.13720737899697,1.24553669834848,12.030303030303,11.8787878787879,3.72727272727273,13.8787878787879,13.7878787878788,4.24242424242424,17.9084603107148,17.9004291059116,422.151515151515,0.681286339817673,24.2458483054483
"102","Fleetwood Town",41,15,31,1.31270372515484,1.35168328807097,1.21160695096129,1.27586070742581,12.0645161290323,11.9354838709677,4.09677419354839,14.0645161290323,13.9677419354839,3.74193548387097,17.4962406905803,18.243911030884,407.258064516129,0.656,25.2702088432238
"117","Gillingham",41,14,31,1.42724125750323,1.28184922510323,1.14922512847097,1.18075245090968,13.5483870967742,13.1935483870968,4.38709677419355,12.9677419354839,12.8387096774194,3.61290322580645,16.9899871446138,17.979485081204,369.41935483871,0.604959832343695,26.1071615533269
"122","Grimsby Town",48,10,30,1.59376415581333,1.02621928228667,1.38483082248,0.947869282286667,14.1666666666667,13.9,4.33333333333333,10.2,10.1,3.2,17.5072044146432,17.8615446609377,467.2,0.703981164383562,23.0016890828696
"131","Harrogate Town",25,23,33,0.887946720542424,1.79277817118182,0.840461872057576,1.65032362572727,10.6363636363636,10.5757575757576,3.21212121212121,16.8484848484848,16.6666666666667,5,19.5822013656661,17.2462893606004,419,0.654154914298112,24.0483464560968
"157","Milton Keynes Dons",58,4,32,1.46679889569687,1.02953351571875,1.29540827069688,0.95608039071875,12.15625,11.9375,4.46875,10.5,10.40625,3.1875,17.0504661631714,18.6721521192664,399.78125,0.644883920894239,24.1487573939889
"167","Newport County AFC",24,24,32,0.995083501909375,1.55897508284063,0.921630376909375,1.38758445784062,10.1875,10.09375,3.34375,14.5625,14.34375,4.65625,18.8074913692645,17.1920875310662,407.15625,0.69007598434262,24.6938063632359
"174","Notts County",58,5,32,1.16157598363438,0.96639290245,1.08812285863437,0.91742415245,11,10.90625,4,9.71875,9.65625,3.1875,17.688671453752,18.4818452068899,500.375,0.752498126405196,21.4250147606876
"180","Oldham Athletic",39,16,30,1.4084267897,1.26690450938,1.27784345636667,1.13632117604667,13.6,13.4333333333333,4.26666666666667,11.8,11.6333333333333,3.7,17.4961444983622,17.4787698299414,383.433333333333,0.626793010518995,25.514530876154
"203","Salford City",52,7,30,1.64066903898667,1.20007193511667,1.48396903898667,1.09560526845,14.6333333333333,14.4333333333333,4.76666666666667,11.7666666666667,11.6333333333333,4.1,17.8466615125794,18.1428357021371,387.9,0.630574890435679,25.437370963384
"210","Shrewsbury Town",32,19,32,0.89628745435625,1.20784832136875,0.89628745435625,1.08542644636875,11.78125,11.78125,3.0625,12,11.84375,4.40625,18.7046895445758,18.4055298214569,373.125,0.625963149078727,25.9373510691541
"234","Swindon Town",61,2,33,1.34836988389091,1.25259037301515,1.27714261116364,1.2051055245303,12.2424242424242,12.1515151515152,4.6969696969697,12.0909090909091,12.030303030303,3.51515151515152,18.00252365306,17.3492888865422,458.393939393939,0.698816685396972,24.4637430032948
"242","Tranmere Rovers",35,17,32,1.17867542709375,1.4482470909875,1.10522230209375,1.3503095909875,12.8125,12.71875,3.71875,14.09375,13.96875,4.375,18.3722469407463,17.3907828622253,417.21875,0.650138566399521,24.7327350808928
"248","Walsall",49,9,30,1.09094799065333,1.02464442455,1.06483132398667,0.972411091216667,10.8333333333333,10.8,3.7,11.7,11.6333333333333,3.63333333333333,17.0152413809294,18.3783975380386,326.033333333333,0.599631939474491,26.5732714859933
