"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"5","Accrington Stanley",13,22,14,1.13244378535714,1.21344521114286,1.02051521392857,1.10151663971429,13,12.8571428571429,3.71428571428571,10.9285714285714,10.7857142857143,3.5,18.6736001077381,17.2206260176995,391.214285714286,0.607814496987402,25.3125720599598
"20","Barnet",22,10,15,1.53357171354667,1.08300979584,1.42910504688,0.92630979584,14.3333333333333,14.2,5.06666666666667,9.46666666666667,9.26666666666667,2.73333333333333,16.5808150512494,19.138812108567,452.533333333333,0.694313494401886,23.06243813283
"27","Barrow",19,15,15,1.03298040094,1.52236051349333,1.03298040094,1.52236051349333,10.1333333333333,10.1333333333333,2.66666666666667,15.4,15.4,4.93333333333333,17.0964037147221,18.1388032582718,364.066666666667,0.645119941402673,25.0234768292071
"46","Bristol Rovers",17,17,15,1.12364585808,1.34837157803333,1.07141252474667,1.19167157803333,10.4666666666667,10.4,2.46666666666667,12,11.8,4.06666666666667,15.7941226304639,17.0052616907846,399.533333333333,0.674787251793759,25.4739137878592
"50","Bromley",21,12,14,1.44471644245714,1.09431455567143,1.33278787102857,1.03835026995714,14.0714285714286,13.9285714285714,3.92857142857143,10.3571428571429,10.2857142857143,3.57142857142857,16.8576650051726,16.8737208867221,349.071428571429,0.555555555555556,27.2754959078576
"57","Cambridge United",21,13,14,1.15777033752857,0.778000069514286,1.15777033752857,0.7220357838,11.7142857142857,11.7142857142857,3.07142857142857,7.42857142857143,7.35714285714286,2.85714285714286,17.0001592197925,17.9924961734659,417.071428571429,0.638294228463778,24.8082512470663
"68","Cheltenham Town",14,21,14,0.682713785192857,1.76666799841429,0.682713785192857,1.59877514127143,9.07142857142857,9.07142857142857,2.57142857142857,17.7857142857143,17.5714285714286,6.14285714285714,20.719968298749,17.6838597038837,373.357142857143,0.644346661564951,26.0204473568337
"72","Chesterfield",23,9,14,1.25653123842857,1.29254191077857,1.25653123842857,1.06868476792143,11.5,11.5,3.92857142857143,9.5,9.21428571428571,3.78571428571429,16.5555284395381,16.9283755643651,523.642857142857,0.758286727595144,22.6925560306438
"78","Colchester United",18,16,14,1.487709319,1.05558094037857,1.37578074757143,1.05558094037857,12.4285714285714,12.2857142857143,4.57142857142857,10.7857142857143,10.7857142857143,3.21428571428571,17.8054226813939,16.9587352026735,467.357142857143,0.748891945590708,22.8177693702659
"84","Crawley Town",15,19,15,1.3871189691,1.14484098589333,1.17818563576667,1.09260765256,14.2,13.9333333333333,4.26666666666667,11.7333333333333,11.6666666666667,4.13333333333333,18.363338996147,17.841504809948,507.4,0.765602417553541,22.0537436945881
"90","Crewe Alexandra",25,6,15,1.32024188718,1.1793848862,1.16354188718,1.07491821953333,12.4,12.2,3.93333333333333,12.8,12.6666666666667,4.26666666666667,17.9344686859103,18.2918975143536,420.666666666667,0.679397781299525,24.5534475216403
"112","Fleetwood Town",22,11,15,1.38925934064667,1.49224624413333,1.28479267398,1.38777957746667,12.3333333333333,12.2,4.26666666666667,15.4666666666667,15.3333333333333,4.33333333333333,16.806570061487,17.9441515640207,399.466666666667,0.677570093457944,25.4848622947597
"127","Gillingham",25,5,15,1.35405068151333,1.22439238017333,1.04065068151333,1.11992571350667,12.0666666666667,11.6666666666667,3.86666666666667,12.0666666666667,11.9333333333333,3.26666666666667,16.4824657766042,17.9403944365713,347.933333333333,0.583828319601456,27.067141188494
