"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"3","Accrington Stanley",24,17,19,1.1211451292,1.24934098652632,1.03867144498947,1.12563046021053,12.2105263157895,12.1052631578947,3.89473684210526,11.1578947368421,11,3.52631578947368,18.6058062859668,17.4255526612592,388.684210526316,0.60988490182803,24.9731925758158
"16","Barnet",28,13,20,1.637762065615,1.06928809088,1.481062065615,0.95176309088,14.45,14.25,5,9.75,9.6,2.9,16.4346028500738,19.2203291025786,442.2,0.687019448213478,23.3051571738636
"22","Barrow",21,18,20,1.015814432685,1.54889608859,1.015814432685,1.47054608859,10.3,10.3,2.75,14.65,14.55,5.05,17.1042345529453,18.2236977608926,396.05,0.666834995581366,24.5637415685267
"34","Bristol Rovers",17,23,20,1.14074686445,1.317832733095,1.10157186445,1.161132733095,11.25,11.2,2.5,11.8,11.6,4.15,16.3345771085788,17.342993185913,421.65,0.68054073283529,24.8110026480066
"38","Bromley",33,5,19,1.39828248923158,1.19697482587895,1.31580880502105,1.15573798377368,13.5789473684211,13.4736842105263,4.05263157894737,10.2631578947368,10.2105263157895,3.57894736842105,16.7866427027298,16.797006426549,340.210526315789,0.546256188118812,27.3722398672184
"40","Cambridge United",31,8,20,1.245888076025,0.78029948054,1.206713076025,0.74112448054,11.7,11.65,3.4,7.85,7.8,3.05,16.8113920868537,17.8333793360381,407.85,0.631849944832659,24.9251941929165
"47","Cheltenham Town",21,19,20,0.71497645307,1.671519350825,0.71497645307,1.475644350825,9.15,9.15,2.55,16.5,16.25,5.35,20.6924020804232,17.7385493473845,394.5,0.656020278833967,25.3565016900089
"51","Chesterfield",32,6,20,1.30588744288,1.47446144514,1.26671244288,1.27858644514,11.7,11.65,4.05,10.9,10.65,4.4,16.7704553064673,16.8271548258079,513.7,0.746544675880864,23.0636916741921
"57","Colchester United",28,12,19,1.41392084538421,0.991452907889474,1.29021031906842,0.991452907889474,11.3684210526316,11.2105263157895,4.10526315789474,11,11,3.05263157894737,17.3429245100902,17.2764411267976,449.210526315789,0.735442296426479,23.0722243690275
"62","Crawley Town",18,20,20,1.45033596501,1.38566064142,1.25446096501,1.30731064142,14.25,14,4.5,12.7,12.6,4.85,18.4235133173128,17.3933997642559,497.2,0.762771520514883,22.1878784452444
"66","Crewe Alexandra",31,7,20,1.38278197632,1.20610100416,1.18690697632,1.08857600416,12.75,12.5,4.2,13.2,13.05,4.4,17.6736573421615,18.1981130022366,414,0.667512077294686,24.4904569881099
"83","Fleetwood Town",30,10,20,1.33840432033,1.44125057744,1.26005432033,1.32372557744,12.1,12,4.25,15.35,15.2,4.2,17.1643879255812,18.6392518524663,401.9,0.665339636725554,25.5577973214979
"96","Gillingham",30,9,20,1.385918103665,1.313754369905,1.072518103665,1.235404369905,12.6,12.2,4.1,12.75,12.65,3.4,16.6385124925836,17.7791595160184,355.9,0.590896319190784,26.7649508096024
"101","Grimsby Town",27,14,19,1.71731406882105,0.956720848426316,1.42865617408421,0.915484006321053,14.6315789473684,14.2631578947368,4.84210526315789,9.73684210526316,9.68421052631579,3.10526315789474,17.9483416861087,17.3298841843324,479.842105263158,0.723154546451684,22.4672161475979
"110","Harrogate Town",17,22,20,0.92710613316,1.669288618255,0.84875613316,1.590938618255,9.8,9.7,3.2,15.55,15.45,4.25,19.7138320611515,17.0565759260225,420.35,0.660996788390627,24.2106330378542
