"","away_team.away_team_name","home_team.home_team_name","match_date","kick_off","home_score","away_score","match_status","match_status_360","last_updated","last_updated_360","match_week","competition.competition_id","competition.country_name","competition.competition_name","season.season_id","season.season_name","home_team.home_team_id","home_team.home_team_gender","home_team.home_team_group","home_team.country.id","home_team.country.name","away_team.away_team_id","away_team.away_team_gender","away_team.away_team_group","away_team.country.id","away_team.country.name","metadata.data_version","metadata.shot_fidelity_version","metadata.xy_fidelity_version","competition_stage.id","competition_stage.name","stadium.id","stadium.name","stadium.country.id","stadium.country.name","referee.id","referee.name","referee.country.id","referee.country.name","home_manager_id","home_manager_name","home_manager_dob","home_manager_nat","away_manager_id","away_manager_name","away_manager_dob","away_manager_nat","match_id","colour1.1","colour2.1","colour1.2","colour2.2"
"3","Accrington Stanley","Bromley",2025-04-05,"14:00:00.000",4,0,"available","unscheduled","2025-04-12T16:15:58.864949",NA,41,5,"England","League Two",317,"2024/2025",1024,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001994,"Hayes Lane stadium",68,"England",350,"Alan Young",68,"England",5945,"Andrew John Woodman","1971-08-11",NA,1004526,"John Doolan","1968-11-10",NA,3942086,"red","black","red",""
"8","Accrington Stanley","Morecambe",2025-02-15,"17:00:00.000",2,0,"available","unscheduled","2025-02-22T22:30:43.287330",NA,32,5,"England","League Two",317,"2024/2025",82,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",586,"Mazuma Stadium",68,"England",42,"Andy Davies",68,"England",62,"Derek Watt Adams","1975-06-25",NA,1004526,"John Doolan","1968-11-10",NA,3941982,"red","white","red",""
"9","Accrington Stanley","Chesterfield",2024-11-09,"17:00:00.000",0,3,"available","unscheduled","2024-11-18T16:55:49.639059",NA,15,5,"England","League Two",317,"2024/2025",2008,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",117517,"SMH Group Stadium",68,"England",43,"Darren Drysdale",68,"England",390,"Paul Anthony Cook","1967-02-22",NA,1004526,"John Doolan","1968-11-10",NA,3941774,"blue","white","red",""
"10","Accrington Stanley","Doncaster Rovers",2024-08-10,"17:00:00.000",4,1,"available","unscheduled","2024-09-01T21:26:55.682309",NA,1,5,"England","League Two",317,"2024/2025",74,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",56,"Eco-Power Stadium",68,"England",64,"Ross Joyce",68,"England",180,"Grant McCann","1980-04-14",NA,1004526,"John Doolan","1968-11-10",NA,3941609,"red","","red",""
"13","Accrington Stanley","Harrogate Town",2025-03-01,"17:00:00.000",2,1,"available","unscheduled","2025-03-02T21:25:56.557729",NA,34,5,"England","League Two",317,"2024/2025",1485,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001995,"Exercise Stadium",68,"England",2411,"Matthew Corlett",68,"England",4492,"Simon Weaver","1977-12-20",NA,1004526,"John Doolan","1968-11-10",NA,3942006,"yellow","","red",""
"15","Accrington Stanley","Walsall",2025-04-26,"14:00:00.000",0,1,"available","unscheduled","2025-05-15T16:57:15.485667",NA,45,5,"England","League Two",317,"2024/2025",97,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",72,"Poundland Bescot Stadium",68,"England",444,"Alex Chilowicz",241,"United States of America",1003055,"Mathew John Sadler","1985-02-26",NA,1004526,"John Doolan","1968-11-10",NA,3942304,"red","","red",""
"18","Accrington Stanley","Barrow",2025-03-08,"17:00:00.000",2,0,"available","unscheduled","2025-03-23T19:05:22.471078",NA,36,5,"England","League Two",317,"2024/2025",3179,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118150,"SO Legal Stadium",68,"England",2140,"Declan Bourne",68,"England",1000680,"Andrew Whing","1984-09-20",NA,1004526,"John Doolan","1968-11-10",NA,3942024,"blue","white","red",""
"19","Accrington Stanley","Cheltenham Town",2024-10-01,"21:45:00.000",2,1,"available","unscheduled","2024-10-18T09:26:20.706962",NA,9,5,"England","League Two",317,"2024/2025",83,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",581,"Completely-Suzuki Stadium",68,"England",2343,"Oliver Mackey",68,"England",350,"Michael John Flynn","1980-10-17",NA,1004526,"John Doolan","1968-11-10",NA,3941704,"red","","red",""
"20","Accrington Stanley","Grimsby Town",2024-12-03,"21:45:00.000",5,2,"available","unscheduled","2024-12-25T05:14:59.953525",NA,18,5,"England","League Two",317,"2024/2025",107,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",583,"Blundell Park",68,"England",1879,"Scott Simpson",68,"England",345,"David Artell","1980-11-22",NA,1004526,"John Doolan","1968-11-10",NA,3941814,"black","","red",""
"33","Accrington Stanley","Crewe Alexandra",2025-01-25,"17:00:00.000",0,1,"available","unscheduled","2025-02-03T00:16:15.635514",NA,28,5,"England","League Two",317,"2024/2025",329,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118004,"Mornflake Stadium",68,"England",444,"Alex Chilowicz",241,"United States of America",1002418,"Lee Bell","1983-01-26",NA,1004526,"John Doolan","1968-11-10",NA,3941933,"red","","red",""
"34","Accrington Stanley","Carlisle United",2024-12-29,"14:30:00.000",2,1,"available","unscheduled","2025-01-17T15:19:32.830470",NA,23,5,"England","League Two",317,"2024/2025",330,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",590,"Brunton Park",68,"England",909,"Thomas Parsons",68,"England",4683,"Mike Williamson","1983-11-08",NA,1004526,"John Doolan","1968-11-10",NA,3941873,"blue","","red",""
"49","Accrington Stanley","Gillingham",2024-10-12,"17:00:00.000",1,2,"available","unscheduled","2024-10-23T20:47:00.757742",NA,11,5,"England","League Two",317,"2024/2025",96,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",70,"MEMS Priestfield Stadium",68,"England",897,"Paul Howard",68,"England",573,"Mark Bonner","1985-11-23",NA,1004526,"John Doolan","1968-11-10",NA,3941730,"blue","","red",""
"57","Accrington Stanley","AFC Wimbledon",2024-11-19,"21:45:00.000",2,2,"available","unscheduled","2025-01-25T18:50:57.248945",NA,8,5,"England","League Two",317,"2024/2025",66,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001140,"The Cherry Red Records Stadium",68,"England",2136,"Ben Atkinson",68,"England",5874,"Johnnie Jackson","1982-08-15",NA,1004526,"John Doolan","1968-11-10",NA,3941688,"blue","","red",""
"58","Accrington Stanley","Notts County",2024-09-07,"17:00:00.000",2,0,"available","unscheduled","2024-09-17T23:42:38.791439",NA,5,5,"England","League Two",317,"2024/2025",103,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",589,"Meadow Lane",68,"England",1512,"Martin Woods",68,"England",5737,"Stuart Maynard","1980-10-18",NA,1004526,"John Doolan","1968-11-10",NA,3941662,"black","white","red",""
"59","Accrington Stanley","Port Vale",2025-02-01,"17:00:00.000",2,1,"available","unscheduled","2025-02-08T15:27:00.455266",NA,30,5,"England","League Two",317,"2024/2025",89,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",582,"Vale Park",68,"England",2135,"Adam Herczeg",68,"England",296,"Darren Moore","1974-04-22",NA,1004526,"John Doolan","1968-11-10",NA,3941953,"white","","red",""
"65","Accrington Stanley","Crewe Alexandra",2025-08-09,"14:00:00.000",2,0,"available","unscheduled","2025-08-10T17:50:11.359590",NA,2,5,"England","League Two",318,"2025/2026",329,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118004,"Mornflake Stadium",68,"England",2781,"Richard Eley",68,"England",1002418,"Lee Bell","1983-01-26",NA,1004526,"John Doolan","1968-11-10",NA,4002089,"red","","red",""
"73","Accrington Stanley","Swindon Town",2025-03-22,"17:00:00.000",0,0,"available","unscheduled","2025-04-06T15:49:03.627023",NA,38,5,"England","League Two",317,"2024/2025",108,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4629,"The County Ground",68,"England",2453,"Aaron Bannister",68,"England",401,"Ian Holloway","1963-03-12",NA,1004526,"John Doolan","1968-11-10",NA,3942057,"red","","red",""
"94","Accrington Stanley","Milton Keynes Dons",2024-10-22,"21:45:00.000",2,1,"available","unscheduled","2024-10-28T12:21:10.242756",NA,13,5,"England","League Two",317,"2024/2025",71,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",25,"Stadium MK",68,"England",2144,"Ross Martin",68,"England",1001886,"Scott Lindsey","1972-05-04",NA,1004526,"John Doolan","1968-11-10",NA,3941756,"white","yellow","red",""
"101","Accrington Stanley","Colchester United",2025-01-04,"17:00:00.000",0,2,"available","unscheduled","2025-01-20T12:27:44.197834",NA,25,5,"England","League Two",317,"2024/2025",80,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",584,"JobServe Community Stadium",68,"England",1007965,"Jamie O''Connor",68,"England",340,"Danny Cowley","1978-10-22",NA,1004526,"John Doolan","1968-11-10",NA,3941896,"blue","","red",""
"111","Accrington Stanley","Salford City",2025-04-18,"14:00:00.000",1,2,"available","unscheduled","2025-05-15T09:27:45.951866",NA,43,5,"England","League Two",317,"2024/2025",1371,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4809,"The Peninsula Stadium",68,"England",48,"Lee Swabey",68,"England",68,"Karl Robinson","1980-09-13",NA,1004526,"John Doolan","1968-11-10",NA,3942280,"red","","red",""
"117","Accrington Stanley","Bradford City",2025-02-11,"21:45:00.000",1,0,"available","unscheduled","2025-02-21T19:14:20.704557",NA,17,5,"England","League Two",317,"2024/2025",61,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",116893,"University of Bradford Stadium",68,"England",892,"James Oldham",68,"England",603,"Graham Alexander","1971-10-10",NA,1004526,"John Doolan","1968-11-10",NA,3941796,"burgundy","","red",""
"120","Accrington Stanley","Tranmere Rovers",2025-02-25,"21:45:00.000",0,1,"available","unscheduled","2025-03-03T16:14:08.177796",NA,22,5,"England","League Two",317,"2024/2025",885,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",579,"Prenton Park",68,"England",2781,"Richard Eley",68,"England",266,"Nigel Adkins","1965-03-11",NA,1004526,"John Doolan","1968-11-10",NA,3941866,"white","","red",""
"130","Accrington Stanley","Fleetwood Town",2024-12-16,"22:00:00.000",1,1,"available","unscheduled","2025-01-01T13:19:59.567759",NA,20,5,"England","League Two",317,"2024/2025",95,"male",NA,68,"England",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",119,"Highbury Stadium (Fleetwood)",68,"England",1883,"Thomas Kirk",68,"England",1004174,"Charles Graham Adam","1985-12-10",NA,1004526,"John Doolan","1968-11-10",NA,3941838,"red","","red",""
"138","Accrington Stanley","Newport County AFC",2024-08-24,"17:00:00.000",3,1,"available","unscheduled","2024-09-03T22:53:55.089816",NA,3,5,"England","League Two",317,"2024/2025",887,"male",NA,249,"Wales",79,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",598,"Rodney Parade",249,"Wales",2453,"Aaron Bannister",68,"England",1005152,"Nélson Marques Jardim","1979-01-04",NA,1004526,"John Doolan","1968-11-10",NA,3941637,"yellow","black","red",""
"215","AFC Wimbledon","Harrogate Town",2024-12-07,"17:00:00.000",0,3,"available","unscheduled","2024-12-11T17:36:27.501957",NA,19,5,"England","League Two",317,"2024/2025",1485,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001995,"Exercise Stadium",68,"England",900,"Jacob Miles",68,"England",4492,"Simon Weaver","1977-12-20",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941825,"yellow","","blue",""
"219","AFC Wimbledon","Barrow",2024-11-16,"17:00:00.000",1,3,"available","unscheduled","2024-11-27T11:22:00.613965",NA,16,5,"England","League Two",317,"2024/2025",3179,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118150,"SO Legal Stadium",68,"England",64,"Ross Joyce",68,"England",1004004,"Stephen Clemence","1978-03-31",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941784,"blue","white","blue",""
"220","AFC Wimbledon","Milton Keynes Dons",2025-01-25,"14:30:00.000",0,0,"available","unscheduled","2025-02-02T17:25:45.265553",NA,28,5,"England","League Two",317,"2024/2025",71,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",25,"Stadium MK",68,"England",56,"Craig Hicks",68,"England",1001886,"Scott Lindsey","1972-05-04",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941936,"white","yellow","blue",""
"222","AFC Wimbledon","Notts County",2025-05-10,"19:00:00.000",0,1,"available","unscheduled","2025-05-14T16:11:50.277980",NA,47,5,"England","League Two",317,"2024/2025",103,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",18,"Promotion Play-offs - Semi-finals",589,"Meadow Lane",68,"England",1883,"Thomas Kirk",68,"England",5737,"Stuart Maynard","1980-10-18",NA,5874,"Johnnie Jackson","1982-08-15",NA,3993752,"black","white","blue",""
"230","AFC Wimbledon","Accrington Stanley",2025-02-08,"17:00:00.000",0,0,"available","unscheduled","2025-02-15T10:49:32.499719",NA,31,5,"England","League Two",317,"2024/2025",79,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",575,"Wham Stadium",68,"England",71,"Scott Oldham",68,"England",1004526,"John Doolan","1968-11-10",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941963,"red","","blue",""
"240","AFC Wimbledon","Grimsby Town",2025-05-03,"14:00:00.000",0,1,"available","unscheduled","2025-05-14T16:40:54.794947",NA,46,5,"England","League Two",317,"2024/2025",107,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",583,"Blundell Park",68,"England",64,"Ross Joyce",68,"England",345,"David Artell","1980-11-22",NA,5874,"Johnnie Jackson","1982-08-15",NA,3942307,"black","","blue",""
"241","AFC Wimbledon","Newport County AFC",2025-01-02,"21:45:00.000",1,2,"available","unscheduled","2025-01-18T10:07:48.466960",NA,24,5,"England","League Two",317,"2024/2025",887,"male",NA,249,"Wales",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",598,"Rodney Parade",249,"Wales",927,"Will Finnie",68,"England",1005152,"Nélson Marques Jardim","1979-01-04",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941886,"yellow","black","blue",""
"250","AFC Wimbledon","Bradford City",2024-09-21,"17:00:00.000",0,0,"available","unscheduled","2024-09-22T04:59:18.333437",NA,7,5,"England","League Two",317,"2024/2025",61,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",116893,"University of Bradford Stadium",68,"England",42,"Andy Davies",68,"England",603,"Graham Alexander","1971-10-10",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941678,"burgundy","","blue",""
"258","AFC Wimbledon","Swindon Town",2025-04-01,"18:45:00.000",2,1,"available","unscheduled","2025-04-08T06:37:14.614965",NA,40,5,"England","League Two",317,"2024/2025",108,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4629,"The County Ground",68,"England",924,"James Durkin",68,"England",401,"Ian Holloway","1963-03-12",NA,5874,"Johnnie Jackson","1982-08-15",NA,3942070,"red","","blue",""
"260","AFC Wimbledon","Walsall",2025-03-29,"15:00:00.000",1,1,"available","unscheduled","2025-04-09T19:33:40.156993",NA,39,5,"England","League Two",317,"2024/2025",97,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",72,"Poundland Bescot Stadium",68,"England",2411,"Matthew Corlett",68,"England",1003055,"Mathew John Sadler","1985-02-26",NA,5874,"Johnnie Jackson","1982-08-15",NA,3942069,"red","","blue",""
"276","AFC Wimbledon","Chesterfield",2024-12-21,"17:00:00.000",1,0,"available","unscheduled","2024-12-30T21:56:07.844769",NA,21,5,"England","League Two",317,"2024/2025",2008,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",117517,"SMH Group Stadium",68,"England",2453,"Aaron Bannister",68,"England",390,"Paul Anthony Cook","1967-02-22",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941853,"blue","white","blue",""
"278","AFC Wimbledon","Notts County",2024-10-19,"17:00:00.000",1,0,"available","unscheduled","2024-11-04T13:40:48.442478",NA,12,5,"England","League Two",317,"2024/2025",103,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",589,"Meadow Lane",68,"England",47,"Geoff Eltringham",68,"England",5737,"Stuart Maynard","1980-10-18",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941745,"black","white","blue",""
"279","AFC Wimbledon","Doncaster Rovers",2025-04-12,"11:30:00.000",1,1,"available","unscheduled","2025-04-16T15:44:16.988819",NA,42,5,"England","League Two",317,"2024/2025",74,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",56,"Eco-Power Stadium",68,"England",352,"Neil Hair",68,"England",180,"Grant McCann","1980-04-14",NA,5874,"Johnnie Jackson","1982-08-15",NA,3942099,"red","","blue",""
"283","AFC Wimbledon","Tranmere Rovers",2024-11-26,"21:45:00.000",0,2,"available","unscheduled","2024-12-04T15:21:15.806807",NA,5,5,"England","League Two",317,"2024/2025",885,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",579,"Prenton Park",68,"England",99,"Oliver Yates",68,"England",266,"Nigel Adkins","1965-03-11",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941663,"white","","blue",""
"290","AFC Wimbledon","Carlisle United",2025-03-15,"17:00:00.000",1,2,"available","unscheduled","2025-03-26T13:53:01.517920",NA,37,5,"England","League Two",317,"2024/2025",330,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",590,"Brunton Park",68,"England",1512,"Martin Woods",68,"England",55,"Mark Hughes","1963-11-01",NA,5874,"Johnnie Jackson","1982-08-15",NA,3942038,"blue","","blue",""
"300","AFC Wimbledon","Cheltenham Town",2024-08-24,"17:00:00.000",0,1,"available","unscheduled","2024-09-03T11:43:35.923749",NA,3,5,"England","League Two",317,"2024/2025",83,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",581,"Completely-Suzuki Stadium",68,"England",1005487,"Stephen Parkinson",68,"England",350,"Michael John Flynn","1980-10-17",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941631,"red","","blue",""
"301","AFC Wimbledon","Fleetwood Town",2025-02-18,"21:45:00.000",0,0,"available","unscheduled","2025-02-26T10:08:33.386486",NA,25,5,"England","League Two",317,"2024/2025",95,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",119,"Highbury Stadium (Fleetwood)",68,"England",897,"Paul Howard",68,"England",347,"Peter Wild","1984-07-20",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941899,"red","","blue",""
"305","AFC Wimbledon","Morecambe",2025-03-04,"21:45:00.000",1,0,"available","unscheduled","2025-03-15T11:43:44.420565",NA,35,5,"England","League Two",317,"2024/2025",82,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",586,"Mazuma Stadium",68,"England",2135,"Adam Herczeg",68,"England",62,"Derek Watt Adams","1975-06-25",NA,5874,"Johnnie Jackson","1982-08-15",NA,3942019,"red","white","blue",""
"311","AFC Wimbledon","Crewe Alexandra",2025-01-28,"21:45:00.000",1,1,"available","unscheduled","2025-02-02T21:03:38.443462",NA,29,5,"England","League Two",317,"2024/2025",329,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118004,"Mornflake Stadium",68,"England",1497,"Lewis Smith",68,"England",1002418,"Lee Bell","1983-01-26",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941945,"red","","blue",""
"312","AFC Wimbledon","Port Vale",2024-10-26,"17:00:00.000",3,2,"available","unscheduled","2024-11-05T19:50:19.693464",NA,14,5,"England","League Two",317,"2024/2025",89,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",582,"Vale Park",68,"England",2453,"Aaron Bannister",68,"England",296,"Darren Moore","1974-04-22",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941769,"white","","blue",""
"316","AFC Wimbledon","Colchester United",2025-02-22,"17:00:00.000",1,1,"available","unscheduled","2025-02-26T11:12:27.668659",NA,33,5,"England","League Two",317,"2024/2025",80,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",584,"JobServe Community Stadium",68,"England",2781,"Richard Eley",68,"England",340,"Danny Cowley","1978-10-22",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941991,"blue","","blue",""
"328","AFC Wimbledon","Salford City",2024-10-05,"17:00:00.000",1,0,"available","unscheduled","2024-10-16T21:09:53.408409",NA,10,5,"England","League Two",317,"2024/2025",1371,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4809,"The Peninsula Stadium",68,"England",1879,"Scott Simpson",68,"England",68,"Karl Robinson","1980-09-13",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941714,"red","","blue",""
"337","AFC Wimbledon","Bromley",2024-08-17,"14:30:00.000",2,0,"available","unscheduled","2024-08-28T20:54:46.912413",NA,2,5,"England","League Two",317,"2024/2025",1024,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",98079,"RELOC8 EM COMMUNITY STADIUM",68,"England",927,"Will Finnie",68,"England",5945,"Andrew John Woodman","1971-08-11",NA,5874,"Johnnie Jackson","1982-08-15",NA,3941617,"red","black","blue",""
"338","AFC Wimbledon","Gillingham",2025-04-21,"14:00:00.000",1,0,"available","unscheduled","2025-05-15T08:35:43.777168",NA,44,5,"England","League Two",317,"2024/2025",96,"male",NA,68,"England",66,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",70,"MEMS Priestfield Stadium",68,"England",39,"Gavin Ward",68,"England",69,"Gareth Ainsworth","1973-05-10",NA,5874,"Johnnie Jackson","1982-08-15",NA,3942285,"blue","","blue",""
"473","Aldershot Town","Barnet",2025-04-26,"14:00:00.000",4,0,"available","unscheduled","2025-05-01T05:34:01.483796",NA,45,65,"England","National League",317,"2024/2025",1506,"male",NA,68,"England",2033,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",122,"The Hive Stadium",68,"England",1005304,"Zac Kennard-Kettle",68,"England",5093,"Dean Brennan","1980-06-17",NA,5380,"Tommy Widdrington","1971-10-01",NA,3957407,"orange","black","red","blue"
"529","Aldershot Town","Oldham Athletic",2025-01-18,"17:00:00.000",1,3,"available","unscheduled","2025-02-14T18:25:17.675039",NA,28,65,"England","National League",317,"2024/2025",69,"male",NA,68,"England",2033,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",59,"Boundary Park",68,"England",2781,"Richard Eley",68,"England",353,"Michael Joseph Mellon","1972-03-18",NA,5380,"Tommy Widdrington","1971-10-01",NA,3957208,"blue","orange","red","blue"
"596","Altrincham","Barnet",2024-09-10,"21:45:00.000",2,1,"available","unscheduled","2024-09-17T21:02:01.932146",NA,8,65,"England","National League",317,"2024/2025",1506,"male",NA,68,"England",1735,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",122,"The Hive Stadium",68,"England",1005310,"Lauren Impey",68,"England",5093,"Dean Brennan","1980-06-17",NA,4256,"Phil Parkinson","1981-01-01",NA,3956963,"orange","black","red","white"
"690","Altrincham","Oldham Athletic",2025-02-11,"21:45:00.000",2,2,"available","unscheduled","2025-02-12T11:57:41.131919",NA,30,65,"England","National League",317,"2024/2025",69,"male",NA,68,"England",1735,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",59,"Boundary Park",68,"England",1012303,"Martin Ross",68,"England",353,"Michael Joseph Mellon","1972-03-18",NA,4256,"Phil Parkinson","1981-01-01",NA,3957230,"blue","orange","red","white"
"831","Barnet","Bromley",2025-08-09,"14:00:00.000",2,0,"available","unscheduled","2025-08-12T21:43:21.109191",NA,2,5,"England","League Two",318,"2025/2026",1024,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001994,"Hayes Lane stadium",68,"England",48,"Lee Swabey",68,"England",5945,"Andrew John Woodman","1971-08-11",NA,5093,"Dean Brennan","1980-06-17",NA,4002097,"red","black","orange","black"
"842","Barnet","Oldham Athletic",2025-03-01,"17:00:00.000",0,3,"available","unscheduled","2025-03-17T07:01:35.287423",NA,35,65,"England","National League",317,"2024/2025",69,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",59,"Boundary Park",68,"England",1866,"Andrew Humphries",68,"England",353,"Michael Joseph Mellon","1972-03-18",NA,5093,"Dean Brennan","1980-06-17",NA,3957290,"blue","orange","orange","black"
"843","Barnet","Boston United",2025-02-08,"17:00:00.000",0,0,"available","unscheduled","2025-02-16T01:38:43.808045",NA,31,65,"England","National League",317,"2024/2025",1742,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118086,"The Jakemans Community Stadium",68,"England",1005252,"Stuart Morland",68,"England",64,"Graham Coughlan","1974-11-18",NA,5093,"Dean Brennan","1980-06-17",NA,3957243,"orange","","orange","black"
"855","Barnet","Tamworth",2025-02-01,"17:00:00.000",0,1,"available","unscheduled","2025-02-04T21:24:28.920599",NA,30,65,"England","National League",317,"2024/2025",2040,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1000441,"The Lamb Ground",68,"England",939,"Richard Aspinall",68,"England",1005154,"Andy Peaks",NA,NA,5093,"Dean Brennan","1980-06-17",NA,3957237,"","","orange","black"
"863","Barnet","Sutton United",2025-04-21,"14:00:00.000",1,3,"available","unscheduled","2025-04-26T12:55:53.956840",NA,44,65,"England","National League",317,"2024/2025",3233,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118049,"VBS Community Stadium",68,"England",2435,"James Bancroft",68,"England",1000717,"Steve Morison","1983-08-29",NA,5093,"Dean Brennan","1980-06-17",NA,3957403,"","","orange","black"
"876","Barnet","Dagenham & Redbridge",2024-11-16,"17:00:00.000",3,4,"available","unscheduled","2024-11-20T01:16:13.557809",NA,18,65,"England","National League",317,"2024/2025",2039,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",116891,"Chigwell Construction Stadium",68,"England",2781,"Richard Eley",68,"England",4675,"Ben Strevens","1980-05-24",NA,5093,"Dean Brennan","1980-06-17",NA,3957089,"red","blue","orange","black"
"878","Barnet","Gateshead",2024-09-07,"17:00:00.000",2,0,"available","unscheduled","2024-09-10T13:09:25.755415",NA,7,65,"England","National League",317,"2024/2025",1739,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",5481,"Gateshead International Stadium",68,"England",41,"Martin Coy",68,"England",2707,"Rob Elliot","1986-04-30",NA,5093,"Dean Brennan","1980-06-17",NA,3956955,"white","black","orange","black"
"883","Barnet","Altrincham",2025-03-22,"19:30:00.000",0,1,"available","unscheduled","2025-03-24T19:33:16.824161",NA,39,65,"England","National League",317,"2024/2025",1735,"male",NA,68,"England",1506,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",5480,"The J. Davidson Stadium",68,"England",916,"Sam Mulhall",68,"England",4256,"Phil Parkinson","1981-01-01",NA,5093,"Dean Brennan","1980-06-17",NA,3957334,"red","white","orange","black"
