"","away_team.away_team_name","home_team.home_team_name","match_date","kick_off","home_score","away_score","match_status","match_status_360","last_updated","last_updated_360","match_week","competition.competition_id","competition.country_name","competition.competition_name","season.season_id","season.season_name","home_team.home_team_id","home_team.home_team_gender","home_team.home_team_group","home_team.country.id","home_team.country.name","away_team.away_team_id","away_team.away_team_gender","away_team.away_team_group","away_team.country.id","away_team.country.name","metadata.data_version","metadata.shot_fidelity_version","metadata.xy_fidelity_version","competition_stage.id","competition_stage.name","stadium.id","stadium.name","stadium.country.id","stadium.country.name","referee.id","referee.name","referee.country.id","referee.country.name","home_manager_id","home_manager_name","home_manager_dob","home_manager_nat","away_manager_id","away_manager_name","away_manager_dob","away_manager_nat","match_id","colour1.1","colour2.1","colour1.2","colour2.2"
"2365","Cambridge United","Wycombe Wanderers",2024-09-21,"17:00:00.000",2,1,"available","unscheduled","2024-12-19T10:01:45.672048",NA,7,4,"England","League One",317,"2024/2025",109,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1000308,"Adams Park",68,"England",71,"Scott Oldham",68,"England",1002179,"Matthew James Bloomfield","1984-02-08",NA,270,"Garry Monk","1979-03-06",NA,3948709,"blue","","yellow",""
"2381","Cambridge United","Mansfield Town",2024-09-14,"14:30:00.000",2,1,"available","unscheduled","2024-09-16T11:16:23.915003",NA,6,4,"England","League One",317,"2024/2025",87,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",592,"One Call Stadium ",68,"England",41,"Martin Coy",68,"England",63,"Nigel Clough","1966-03-19",NA,270,"Garry Monk","1979-03-06",NA,3948690,"yellow","blue","yellow",""
"2386","Cambridge United","Barnsley",2025-03-22,"17:00:00.000",1,1,"available","unscheduled","2025-04-06T13:29:44.734739",NA,38,4,"England","League One",317,"2024/2025",45,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",42,"Oakwell Stadium",68,"England",2781,"Richard Eley",68,"England",1006608,"Conor Geraroid Hourihane",NA,NA,299,"Neil Harris","1977-07-12",NA,3949070,"red","white","yellow",""
"2393","Cambridge United","Leyton Orient",2024-12-29,"17:00:00.000",2,0,"available","unscheduled","2025-01-13T23:47:05.166789",NA,23,4,"England","League One",317,"2024/2025",1023,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4420,"Gaughan Group Stadium",68,"England",892,"James Oldham",68,"England",592,"Richard Paul Wellens","1980-03-26",NA,270,"Garry Monk","1979-03-06",NA,3948895,"red","","yellow",""
"2394","Cambridge United","Burton Albion",2025-04-26,"14:00:00.000",2,1,"available","unscheduled","2025-05-08T10:34:19.133185",NA,45,4,"England","League One",317,"2024/2025",57,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",228,"Pirelli Stadium",68,"England",927,"Will Finnie",68,"England",412,"Gary David Bowyer","1971-06-26",NA,299,"Neil Harris","1977-07-12",NA,3949157,"yellow","","yellow",""
"2397","Cambridge United","Charlton Athletic",2024-12-26,"17:00:00.000",2,1,"available","unscheduled","2025-01-09T21:41:50.910215",NA,22,4,"England","League One",317,"2024/2025",75,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",31,"The Valley",68,"England",1215,"David Rock",68,"England",66,"Nathan Jones","1973-05-28",NA,270,"Garry Monk","1979-03-06",NA,3948879,"red","","yellow",""
"2400","Cambridge United","Bolton Wanderers",2025-01-18,"17:00:00.000",2,2,"available","unscheduled","2025-01-28T14:16:08.075532",NA,27,4,"England","League One",317,"2024/2025",328,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4843,"Toughsheet Community Stadium",68,"England",73,"Tom Nield",68,"England",5096,"Ian Ross Evatt","1981-11-19",NA,270,"Garry Monk","1979-03-06",NA,3948943,"white","","yellow",""
"2401","Cambridge United","Stockport County",2024-08-10,"19:30:00.000",2,0,"available","unscheduled","2024-11-28T06:44:53.810396",NA,1,4,"England","League One",317,"2024/2025",2006,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",117138,"Edgeley Park",68,"England",52,"Seb Stockbridge",68,"England",4569,"David Paul Challinor","1975-10-02",NA,270,"Garry Monk","1979-03-06",NA,3948636,"blue","","yellow",""
"2411","Cambridge United","Peterborough United",2024-11-09,"17:00:00.000",6,1,"available","unscheduled","2024-11-28T13:02:29.840729",NA,15,4,"England","League One",317,"2024/2025",94,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4841,"Weston Homes Stadium",68,"England",1721,"Edward Duckworth",68,"England",342,"Darren Ferguson","1972-02-09",NA,270,"Garry Monk","1979-03-06",NA,3948808,"blue","white","yellow",""
"2412","Cambridge United","Stevenage",2024-10-22,"21:45:00.000",0,2,"available","unscheduled","2024-11-02T18:38:32.855593",NA,13,4,"England","League One",317,"2024/2025",99,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",594,"The Lamex Stadium (Stevenage, Hertfordshire)",68,"England",2136,"Ben Atkinson",68,"England",4732,"Alexander David Revell","1983-07-07",NA,270,"Garry Monk","1979-03-06",NA,3948776,"red","","yellow",""
"2430","Cambridge United","Rotherham United",2025-01-28,"21:45:00.000",2,1,"available","unscheduled","2025-02-03T04:07:11.501222",NA,29,4,"England","League One",317,"2024/2025",73,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",67,"AESSEAL New York Stadium ",68,"England",64,"Ross Joyce",68,"England",67,"Steve Evans","1962-10-30",NA,270,"Garry Monk","1979-03-06",NA,3948964,"red","","yellow",""
"2432","Cambridge United","Huddersfield Town",2025-04-18,"14:00:00.000",1,2,"available","unscheduled","2025-05-03T13:29:24.603699",NA,43,4,"England","League One",317,"2024/2025",32,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",39,"John Smith''s Stadium",68,"England",904,"Samuel Allison",68,"England",1001613,"Jonathan Worthington","1983-04-16",NA,299,"Neil Harris","1977-07-12",NA,3949134,"blue","","yellow",""
"2442","Cambridge United","Lincoln City",2025-02-08,"17:00:00.000",1,1,"available","unscheduled","2025-02-16T09:12:28.721688",NA,31,4,"England","League One",317,"2024/2025",110,"male",NA,68,"England",102,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118106,"LNER Stadium",68,"England",906,"Steven Copeland",68,"England",1002733,"Michael Skubala","1982-10-31",NA,270,"Garry Monk","1979-03-06",NA,3948990,"red","","yellow",""
"2470","Carlisle United","Barrow",2025-02-27,"22:00:00.000",0,1,"available","unscheduled","2025-03-03T16:50:59.417973",NA,34,5,"England","League Two",317,"2024/2025",3179,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118150,"SO Legal Stadium",68,"England",2135,"Adam Herczeg",68,"England",1000680,"Andrew Whing","1984-09-20",NA,55,"Mark Hughes","1963-11-01",NA,3942000,"blue","white","blue",""
"2483","Carlisle United","Morecambe",2025-04-12,"14:00:00.000",0,2,"available","unscheduled","2025-05-02T13:17:57.158067",NA,42,5,"England","League Two",317,"2024/2025",82,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",586,"Mazuma Stadium",68,"England",46,"Ben Toner",68,"England",62,"Derek Watt Adams","1975-06-25",NA,55,"Mark Hughes","1963-11-01",NA,3942264,"red","white","blue",""
"2489","Carlisle United","Bromley",2024-11-16,"17:00:00.000",1,1,"available","unscheduled","2024-11-24T09:54:55.923652",NA,16,5,"England","League Two",317,"2024/2025",1024,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001994,"Hayes Lane stadium",68,"England",924,"James Durkin",68,"England",5945,"Andrew John Woodman","1971-08-11",NA,4683,"Mike Williamson","1983-11-08",NA,3941785,"red","black","blue",""
"2498","Carlisle United","Cheltenham Town",2025-04-26,"14:00:00.000",3,2,"available","unscheduled","2025-05-14T10:10:53.681588",NA,45,5,"England","League Two",317,"2024/2025",83,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",581,"Completely-Suzuki Stadium",68,"England",73,"Tom Nield",68,"England",350,"Michael John Flynn","1980-10-17",NA,55,"Mark Hughes","1963-11-01",NA,3942300,"red","","blue",""
"2505","Carlisle United","Milton Keynes Dons",2024-08-24,"17:00:00.000",3,0,"available","unscheduled","2024-08-26T14:18:21.110344",NA,3,5,"England","League Two",317,"2024/2025",71,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",25,"Stadium MK",68,"England",1001871,"Farai Hallam",68,"England",4683,"Mike Williamson","1983-11-08",NA,5842,"Paul Simpson","1966-07-26",NA,3941636,"white","yellow","blue",""
"2511","Carlisle United","Bradford City",2024-09-07,"17:00:00.000",2,1,"available","unscheduled","2024-09-24T23:23:22.963020",NA,5,5,"England","League Two",317,"2024/2025",61,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",116893,"University of Bradford Stadium",68,"England",897,"Paul Howard",68,"England",603,"Graham Alexander","1971-10-10",NA,1005303,"Mark Birch","1977-01-05",NA,3941654,"burgundy","","blue",""
"2522","Carlisle United","AFC Wimbledon",2024-10-12,"17:00:00.000",4,0,"available","unscheduled","2024-12-31T12:15:49.341576",NA,11,5,"England","League Two",317,"2024/2025",66,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001140,"The Cherry Red Records Stadium",68,"England",352,"Neil Hair",68,"England",5874,"Johnnie Jackson","1982-08-15",NA,4683,"Mike Williamson","1983-11-08",NA,3941724,"blue","","blue",""
"2529","Carlisle United","Gillingham",2024-08-10,"17:00:00.000",4,1,"available","unscheduled","2024-08-15T08:20:13.305561",NA,1,5,"England","League Two",317,"2024/2025",96,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",70,"MEMS Priestfield Stadium",68,"England",2136,"Ben Atkinson",68,"England",573,"Mark Bonner","1985-11-23",NA,5842,"Paul Simpson","1966-07-26",NA,3941607,"blue","","blue",""
"2535","Carlisle United","Crewe Alexandra",2025-01-01,"17:00:00.000",3,2,"available","unscheduled","2025-01-17T21:48:17.474361",NA,24,5,"England","League Two",317,"2024/2025",329,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118004,"Mornflake Stadium",68,"England",919,"Simon Mather",68,"England",1002418,"Lee Bell","1983-01-26",NA,4683,"Mike Williamson","1983-11-08",NA,3941882,"red","","blue",""
"2538","Carlisle United","Fleetwood Town",2025-01-25,"17:00:00.000",1,2,"available","unscheduled","2025-02-02T16:54:02.314279",NA,28,5,"England","League Two",317,"2024/2025",95,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",119,"Highbury Stadium (Fleetwood)",68,"England",2411,"Matthew Corlett",68,"England",347,"Peter Wild","1984-07-20",NA,4683,"Mike Williamson","1983-11-08",NA,3941935,"red","","blue",""
"2553","Carlisle United","Colchester United",2024-10-05,"17:00:00.000",0,0,"available","unscheduled","2024-10-22T09:35:13.345903",NA,10,5,"England","League Two",317,"2024/2025",80,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",584,"JobServe Community Stadium",68,"England",909,"Thomas Parsons",68,"England",340,"Danny Cowley","1978-10-22",NA,4683,"Mike Williamson","1983-11-08",NA,3941720,"blue","","blue",""
"2557","Carlisle United","Swindon Town",2024-09-21,"17:00:00.000",0,2,"available","unscheduled","2024-10-17T23:09:42.993162",NA,7,5,"England","League Two",317,"2024/2025",108,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4629,"The County Ground",68,"England",1623,"Carl Brook",68,"England",4206,"Mark Kennedy","1976-05-15",NA,4683,"Mike Williamson","1983-11-08",NA,3941687,"red","","blue",""
"2560","Carlisle United","Notts County",2025-01-28,"21:45:00.000",1,0,"available","unscheduled","2025-02-02T18:59:40.448116",NA,29,5,"England","League Two",317,"2024/2025",103,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",589,"Meadow Lane",68,"England",937,"Abigail Byrne",68,"England",5737,"Stuart Maynard","1980-10-18",NA,4683,"Mike Williamson","1983-11-08",NA,3941939,"black","white","blue",""
"2562","Carlisle United","Walsall",2024-10-22,"21:45:00.000",3,1,"available","unscheduled","2024-10-26T18:27:07.164281",NA,13,5,"England","League Two",317,"2024/2025",97,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",72,"Poundland Bescot Stadium",68,"England",71,"Scott Oldham",68,"England",1003055,"Mathew John Sadler","1985-02-26",NA,4683,"Mike Williamson","1983-11-08",NA,3941759,"red","","blue",""
"2564","Carlisle United","Grimsby Town",2025-02-08,"17:00:00.000",2,1,"available","unscheduled","2025-02-15T21:15:29.685136",NA,31,5,"England","League Two",317,"2024/2025",107,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",583,"Blundell Park",68,"England",1005304,"Zac Kennard-Kettle",68,"England",345,"David Artell","1980-11-22",NA,55,"Mark Hughes","1963-11-01",NA,3941970,"black","","blue",""
"2571","Carlisle United","Newport County AFC",2025-02-11,"21:45:00.000",1,0,"available","unscheduled","2025-03-02T14:37:55.366226",NA,19,5,"England","League Two",317,"2024/2025",887,"male",NA,249,"Wales",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",598,"Rodney Parade",249,"Wales",897,"Paul Howard",68,"England",1005152,"Nélson Marques Jardim","1979-01-04",NA,55,"Mark Hughes","1963-11-01",NA,3941827,"yellow","black","blue",""
"2577","Carlisle United","Harrogate Town",2025-03-08,"17:00:00.000",1,0,"available","unscheduled","2025-03-12T14:45:58.358243",NA,36,5,"England","League Two",317,"2024/2025",1485,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001995,"Exercise Stadium",68,"England",52,"Seb Stockbridge",68,"England",4492,"Simon Weaver","1977-12-20",NA,55,"Mark Hughes","1963-11-01",NA,3942030,"yellow","","blue",""
"2578","Carlisle United","Tranmere Rovers",2025-01-04,"17:00:00.000",1,0,"available","unscheduled","2025-01-18T09:09:26.356986",NA,25,5,"England","League Two",317,"2024/2025",885,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",579,"Prenton Park",68,"England",52,"Seb Stockbridge",68,"England",266,"Nigel Adkins","1965-03-11",NA,4683,"Mike Williamson","1983-11-08",NA,3941891,"white","","blue",""
"2579","Carlisle United","Doncaster Rovers",2025-03-29,"15:00:00.000",3,0,"available","unscheduled","2025-04-10T15:37:16.484034",NA,39,5,"England","League Two",317,"2024/2025",74,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",56,"Eco-Power Stadium",68,"England",71,"Scott Oldham",68,"England",180,"Grant McCann","1980-04-14",NA,55,"Mark Hughes","1963-11-01",NA,3942063,"red","","blue",""
"2585","Carlisle United","Accrington Stanley",2025-04-21,"14:00:00.000",1,1,"available","unscheduled","2025-04-27T17:33:50.037546",NA,44,5,"England","League Two",317,"2024/2025",79,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",575,"Wham Stadium",68,"England",41,"Martin Coy",68,"England",1004526,"John Doolan","1968-11-10",NA,55,"Mark Hughes","1963-11-01",NA,3942287,"red","","blue",""
"2590","Carlisle United","Salford City",2024-11-09,"14:30:00.000",0,1,"available","unscheduled","2024-11-18T15:47:41.196645",NA,15,5,"England","League Two",317,"2024/2025",1371,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4809,"The Peninsula Stadium",68,"England",64,"Ross Joyce",68,"England",68,"Karl Robinson","1980-09-13",NA,4683,"Mike Williamson","1983-11-08",NA,3941780,"red","","blue",""
"2597","Carlisle United","Port Vale",2024-12-21,"17:00:00.000",0,0,"available","unscheduled","2024-12-26T14:20:43.075744",NA,21,5,"England","League Two",317,"2024/2025",89,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",582,"Vale Park",68,"England",1721,"Edward Duckworth",68,"England",296,"Darren Moore","1974-04-22",NA,4683,"Mike Williamson","1983-11-08",NA,3941845,"white","","blue",""
"2602","Carlisle United","Chesterfield",2025-04-01,"18:45:00.000",2,1,"available","unscheduled","2025-04-08T03:49:31.454273",NA,40,5,"England","League Two",317,"2024/2025",2008,"male",NA,68,"England",330,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",117517,"SMH Group Stadium",68,"England",1866,"Andrew Humphries",68,"England",390,"Paul Anthony Cook","1967-02-22",NA,55,"Mark Hughes","1963-11-01",NA,3942072,"blue","white","blue",""
"2638","Charlton Athletic","Bristol Rovers",2024-10-01,"21:45:00.000",3,2,"available","unscheduled","2024-10-17T22:43:39.518453",NA,9,4,"England","League One",317,"2024/2025",76,"male",NA,68,"England",75,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",66,"Memorial Stadium",68,"England",1215,"David Rock",68,"England",352,"Matthew James Taylor","1982-01-30",NA,66,"Nathan Jones","1973-05-28",NA,3948724,"blue","","red",""
"2647","Charlton Athletic","Shrewsbury Town",2024-09-14,"17:00:00.000",0,1,"available","unscheduled","2024-09-24T10:10:34.469301",NA,6,4,"England","League One",317,"2024/2025",63,"male",NA,68,"England",75,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",84,"The Croud Meadow",68,"England",52,"Seb Stockbridge",68,"England",267,"Paul Hurst","1974-09-25",NA,66,"Nathan Jones","1973-05-28",NA,3948696,"blue","yellow","red",""
"2653","Charlton Athletic","Crawley Town",2025-03-11,"21:45:00.000",0,1,"available","unscheduled","2025-03-18T15:25:54.594214",NA,24,4,"England","League One",317,"2024/2025",88,"male",NA,68,"England",75,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4494,"Broadfield Stadium",68,"England",922,"Matthew Russell",68,"England",2707,"Rob Elliot","1986-04-30",NA,66,"Nathan Jones","1973-05-28",NA,3948907,"red","","red",""
"2715","Charlton Athletic","Cambridge United",2025-04-12,"14:00:00.000",0,1,"available","unscheduled","2025-05-01T02:17:07.862102",NA,42,4,"England","League One",317,"2024/2025",102,"male",NA,68,"England",75,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",595,"Cledara Abbey Stadium",68,"England",924,"James Durkin",68,"England",299,"Neil Harris","1977-07-12",NA,66,"Nathan Jones","1973-05-28",NA,3949122,"yellow","","red",""
"2744","Cheltenham Town","Walsall",2024-08-31,"17:00:00.000",2,1,"available","unscheduled","2024-09-24T06:38:02.323807",NA,4,5,"England","League Two",317,"2024/2025",97,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",72,"Poundland Bescot Stadium",68,"England",351,"Paul Marsden",68,"England",1003055,"Mathew John Sadler","1985-02-26",NA,350,"Michael John Flynn","1980-10-17",NA,3941650,"red","","red",""
"2749","Cheltenham Town","Harrogate Town",2025-01-17,"21:45:00.000",2,0,"available","unscheduled","2025-01-24T18:16:42.260718",NA,27,5,"England","League Two",317,"2024/2025",1485,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001995,"Exercise Stadium",68,"England",64,"Ross Joyce",68,"England",4492,"Simon Weaver","1977-12-20",NA,350,"Michael John Flynn","1980-10-17",NA,3941921,"yellow","","red",""
"2754","Cheltenham Town","AFC Wimbledon",2025-03-11,"21:45:00.000",1,2,"available","unscheduled","2025-03-24T00:09:50.194192",NA,26,5,"England","League Two",317,"2024/2025",66,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",1001140,"The Cherry Red Records Stadium",68,"England",896,"Scott Jackson",68,"England",5874,"Johnnie Jackson","1982-08-15",NA,350,"Michael John Flynn","1980-10-17",NA,3941904,"blue","","red",""
"2756","Cheltenham Town","Fleetwood Town",2025-02-08,"17:00:00.000",2,0,"available","unscheduled","2025-02-15T20:46:11.536633",NA,31,5,"England","League Two",317,"2024/2025",95,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",119,"Highbury Stadium (Fleetwood)",68,"England",2453,"Aaron Bannister",68,"England",347,"Peter Wild","1984-07-20",NA,350,"Michael John Flynn","1980-10-17",NA,3941969,"red","","red",""
"2757","Cheltenham Town","Tranmere Rovers",2025-03-28,"19:45:00.000",2,0,"available","unscheduled","2025-04-08T16:15:54.388732",NA,39,5,"England","League Two",317,"2024/2025",885,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",579,"Prenton Park",68,"England",64,"Ross Joyce",68,"England",5629,"Andrew Crosby","1973-03-03",NA,350,"Michael John Flynn","1980-10-17",NA,3942068,"white","","red",""
"2768","Cheltenham Town","Accrington Stanley",2025-01-28,"21:45:00.000",0,0,"available","unscheduled","2025-02-02T20:33:03.899232",NA,29,5,"England","League Two",317,"2024/2025",79,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",575,"Wham Stadium",68,"England",351,"Paul Marsden",68,"England",1004526,"John Doolan","1968-11-10",NA,350,"Michael John Flynn","1980-10-17",NA,3941947,"red","","red",""
"2772","Cheltenham Town","Crewe Alexandra",2025-04-10,"19:00:00.000",2,3,"available","unscheduled","2025-05-01T08:55:16.550036",NA,42,5,"England","League Two",317,"2024/2025",329,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118004,"Mornflake Stadium",68,"England",2140,"Declan Bourne",68,"England",1002418,"Lee Bell","1983-01-26",NA,350,"Michael John Flynn","1980-10-17",NA,3942095,"red","","red",""
"2776","Cheltenham Town","Barrow",2024-10-05,"17:00:00.000",2,1,"available","unscheduled","2024-10-18T13:02:05.033545",NA,10,5,"England","League Two",317,"2024/2025",3179,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",118150,"SO Legal Stadium",68,"England",919,"Simon Mather",68,"England",1004004,"Stephen Clemence","1978-03-31",NA,350,"Michael John Flynn","1980-10-17",NA,3941723,"blue","white","red",""
"2787","Cheltenham Town","Bradford City",2025-03-04,"21:45:00.000",3,0,"available","unscheduled","2025-03-17T13:35:52.157968",NA,35,5,"England","League Two",317,"2024/2025",61,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",116893,"University of Bradford Stadium",68,"England",1005304,"Zac Kennard-Kettle",68,"England",603,"Graham Alexander","1971-10-10",NA,350,"Michael John Flynn","1980-10-17",NA,3942012,"burgundy","","red",""
"2789","Cheltenham Town","Milton Keynes Dons",2025-08-16,"14:00:00.000",5,0,"available","unscheduled","2025-08-17T03:43:42.497373",NA,3,5,"England","League Two",318,"2025/2026",71,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",25,"Stadium MK",68,"England",900,"Jacob Miles",68,"England",351,"Paul Warne","1973-05-08",NA,350,"Michael John Flynn","1980-10-17",NA,4002106,"white","yellow","red",""
"2804","Cheltenham Town","Cambridge United",2025-08-02,"14:00:00.000",1,0,"available","unscheduled","2025-08-16T00:01:54.108476",NA,1,5,"England","League Two",318,"2025/2026",102,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",595,"Cledara Abbey Stadium",68,"England",56,"Craig Hicks",68,"England",299,"Neil Harris","1977-07-12",NA,350,"Michael John Flynn","1980-10-17",NA,4001014,"yellow","","red",""
"2805","Cheltenham Town","Gillingham",2024-12-20,"21:45:00.000",2,2,"available","unscheduled","2025-01-16T13:29:22.905240",NA,21,5,"England","League Two",317,"2024/2025",96,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",70,"MEMS Priestfield Stadium",68,"England",1623,"Carl Brook",68,"England",573,"Mark Bonner","1985-11-23",NA,350,"Michael John Flynn","1980-10-17",NA,3941850,"blue","","red",""
"2811","Cheltenham Town","Grimsby Town",2024-08-17,"17:00:00.000",3,2,"available","unscheduled","2024-09-27T11:58:52.615892",NA,2,5,"England","League Two",317,"2024/2025",107,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",583,"Blundell Park",68,"England",1005667,"Elliot Bell",68,"England",345,"David Artell","1980-11-22",NA,350,"Michael John Flynn","1980-10-17",NA,3941621,"black","","red",""
"2818","Cheltenham Town","Milton Keynes Dons",2024-11-16,"17:00:00.000",3,2,"available","unscheduled","2024-11-28T04:12:32.680095",NA,16,5,"England","League Two",317,"2024/2025",71,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",25,"Stadium MK",68,"England",900,"Jacob Miles",68,"England",1001886,"Scott Lindsey","1972-05-04",NA,350,"Michael John Flynn","1980-10-17",NA,3941790,"white","yellow","red",""
"2824","Cheltenham Town","Salford City",2024-09-14,"17:00:00.000",2,1,"available","unscheduled","2024-09-16T14:39:49.051601",NA,6,5,"England","League Two",317,"2024/2025",1371,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4809,"The Peninsula Stadium",68,"England",1001871,"Farai Hallam",68,"England",68,"Karl Robinson","1980-09-13",NA,350,"Michael John Flynn","1980-10-17",NA,3941673,"red","","red",""
"2840","Cheltenham Town","Morecambe",2025-04-01,"20:45:00.000",2,0,"available","unscheduled","2025-04-07T10:29:26.784126",NA,40,5,"England","League Two",317,"2024/2025",82,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",586,"Mazuma Stadium",68,"England",2781,"Richard Eley",68,"England",62,"Derek Watt Adams","1975-06-25",NA,350,"Michael John Flynn","1980-10-17",NA,3942078,"red","white","red",""
"2841","Cheltenham Town","Doncaster Rovers",2024-12-07,"17:00:00.000",2,2,"available","unscheduled","2024-12-25T05:55:36.387653",NA,19,5,"England","League Two",317,"2024/2025",74,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",56,"Eco-Power Stadium",68,"England",1879,"Scott Simpson",68,"England",180,"Grant McCann","1980-04-14",NA,350,"Michael John Flynn","1980-10-17",NA,3941823,"red","","red",""
"2842","Cheltenham Town","Swindon Town",2025-03-15,"14:30:00.000",3,3,"available","unscheduled","2025-03-26T15:16:10.849764",NA,37,5,"England","League Two",317,"2024/2025",108,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",4629,"The County Ground",68,"England",99,"Oliver Yates",68,"England",401,"Ian Holloway","1963-03-12",NA,350,"Michael John Flynn","1980-10-17",NA,3942034,"red","","red",""
"2846","Cheltenham Town","Carlisle United",2024-10-26,"17:00:00.000",0,1,"available","unscheduled","2024-11-02T20:24:34.213887",NA,14,5,"England","League Two",317,"2024/2025",330,"male",NA,68,"England",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",590,"Brunton Park",68,"England",896,"Scott Jackson",68,"England",4683,"Mike Williamson","1983-11-08",NA,350,"Michael John Flynn","1980-10-17",NA,3941763,"blue","","red",""
"2849","Cheltenham Town","Newport County AFC",2025-02-22,"17:00:00.000",0,3,"available","unscheduled","2025-02-27T16:44:09.669636",NA,33,5,"England","League Two",317,"2024/2025",887,"male",NA,249,"Wales",83,"male",NA,68,"England","1.1.0","2","2",1,"Regular Season",598,"Rodney Parade",249,"Wales",54,"Jeremy Simpson",68,"England",1005152,"Nélson Marques Jardim","1979-01-04",NA,350,"Michael John Flynn","1980-10-17",NA,3941994,"yellow","black","red",""
