"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"2","Accrington Stanley",9,20,11,0.965611803363636,1.17130477777273,0.894384530636364,1.10007750504545,12.2727272727273,12.1818181818182,3.63636363636364,10.9090909090909,10.8181818181818,3.36363636363636,18.703644422569,17.7407141340733,397.454545454545,0.617566331198536,25.4421585481244
"13","Barnet",20,7,12,1.4617854005,1.21589427331667,1.39649373383333,1.02001927331667,13.9166666666667,13.8333333333333,4.66666666666667,10.4166666666667,10.1666666666667,2.83333333333333,16.2844067435822,19.3553820790146,440.25,0.692788188529245,23.3185254676604
"17","Barrow",14,18,12,1.06975872348333,1.31703789664167,1.06975872348333,1.31703789664167,10.8333333333333,10.8333333333333,2.66666666666667,14.25,14.25,3.91666666666667,17.3141129423974,18.7141097820476,379.666666666667,0.65188762071993,24.5400585962028
"27","Bristol Rovers",17,14,12,1.17665186514167,1.23183259885833,1.111360198475,1.16654093219167,10.25,10.1666666666667,2.41666666666667,11.5833333333333,11.5,3.66666666666667,15.403352118356,16.561805201543,381.583333333333,0.662808473465822,26.0380815310417
"31","Bromley",18,10,12,1.51417587660833,1.06234098369167,1.383592543275,0.997049317025,14.75,14.5833333333333,4.25,10.4166666666667,10.3333333333333,3.58333333333333,17.1822271760158,17.0090130435416,351.833333333333,0.571056371387968,27.1562431316201
"33","Cambridge United",18,11,12,1.156706443975,0.811129461666667,1.156706443975,0.745837795,12.1666666666667,12.1666666666667,3.16666666666667,7.5,7.41666666666667,2.91666666666667,17.2541143555654,18.2609911903258,424.666666666667,0.650313971742543,24.8642286168799
"39","Cheltenham Town",8,24,12,0.703336395925,1.93753980745833,0.703336395925,1.74166480745833,9.08333333333333,9.08333333333333,2.58333333333333,18.9166666666667,18.6666666666667,6.5,20.3336344116317,17.7433483065484,347.333333333333,0.603646833013436,26.5173700417874
"43","Chesterfield",21,6,12,1.214386374425,1.37074562055,1.214386374425,1.10957895388333,11.25,11.25,3.91666666666667,9.5,9.16666666666667,3.83333333333333,16.6476661900808,17.1635943510249,530.083333333333,0.761987108945134,22.6343229461798
"47","Colchester United",14,16,12,1.49294809645,1.16586837841667,1.36236476311667,1.16586837841667,12.1666666666667,12,4.58333333333333,11.4166666666667,11.4166666666667,3.5,18.0151749647025,16.419504022893,459.75,0.750045314482509,22.8056126499275
"50","Crawley Town",9,21,12,1.41321942803333,1.32966295821667,1.21734442803333,1.26437129155,13.6666666666667,13.4166666666667,4,12.9166666666667,12.8333333333333,4.58333333333333,17.6246140354137,17.6850227219423,470.666666666667,0.747344192634561,22.8646641748424
"52","Crewe Alexandra",19,8,12,1.32713196401667,1.26284816471667,1.13125696401667,1.13226483138333,11.9166666666667,11.6666666666667,3.83333333333333,12.8333333333333,12.6666666666667,4.5,17.8628171630054,18.180328184579,415.25,0.674693959462171,24.7694388644491
"67","Fleetwood Town",18,12,12,1.4185283106,1.55434389875833,1.35323664393333,1.423760565425,13.1666666666667,13.0833333333333,4.5,15.3333333333333,15.1666666666667,4.25,17.36425912311,17.6530234720973,419.916666666667,0.695376066679897,25.129578263584
"77","Gillingham",22,3,12,1.35595779644167,1.06331003439167,1.094791129775,0.998018367725,13,12.6666666666667,4,10.4166666666667,10.3333333333333,2.91666666666667,16.692934010373,17.6920775152302,367.5,0.601587301587302,26.9239546174036
"80","Grimsby Town",21,5,12,1.67103337031667,1.074585137175,1.40986670365,1.00929347050833,14.3333333333333,14,4.75,10.3333333333333,10.25,3.25,17.7364798588238,17.1947550105716,485.583333333333,0.73176591728162,22.5994473344174
"87","Harrogate Town",14,17,12,0.967511084333333,1.62626953118333,0.902219417666667,1.62626953118333,10.6666666666667,10.5833333333333,3.75,16.0833333333333,16.0833333333333,3.75,19.8502534686587,16.8526120866298,418.833333333333,0.664345403899721,24.0685320233267
"101","Milton Keynes Dons",21,4,12,1.1545267503,0.94195226535,1.08923508363333,0.876660598683333,11.25,11.1666666666667,3.83333333333333,10.1666666666667,10.0833333333333,3.5,16.7743247501956,17.9916377625257,411.75,0.668488160291439,24.2100658973487
"107","Newport County AFC",8,23,12,1.00805344404167,1.5805832531,0.877470110708333,1.31941658643333,9.41666666666667,9.25,3,13.9166666666667,13.5833333333333,4.08333333333333,17.58643726515,16.5022691004485,380.916666666667,0.670312841828921,25.2075078502778
"111","Notts County",17,13,11,1.19621287582727,1.01899003436364,1.1249856031,0.947762761636364,11.2727272727273,11.1818181818182,5.09090909090909,9.72727272727273,9.63636363636364,3.18181818181818,18.3885777633225,17.2155141353373,502.727272727273,0.76003616636528,21.1413768380253
"117","Oldham Athletic",15,15,12,1.555481832225,1.02700471169167,1.42489849889167,0.961713045025,13.9166666666667,13.75,3.83333333333333,11.3333333333333,11.25,3.25,16.9221107158681,17.575728807423,392.166666666667,0.647896302592435,25.3832888811007
"128","Salford City",19,9,12,1.46688018171667,1.44448047816667,1.27100518171667,1.3791888115,13.75,13.5,4.66666666666667,12.4166666666667,12.3333333333333,3.83333333333333,17.7219524568166,16.3152660487673,388.166666666667,0.639759553456419,25.547635076009
"132","Shrewsbury Town",9,22,12,0.923805848075,1.0901808805,0.923805848075,1.0901808805,11.9166666666667,11.9166666666667,2.83333333333333,11.5833333333333,11.5833333333333,5,18.0257682774628,18.8659152004582,478.416666666667,0.670266504093364,25.4973736286884
"146","Swindon Town",24,2,11,1.58508730061818,1.05641745240909,1.51386002789091,1.05641745240909,13.1818181818182,13.0909090909091,5.09090909090909,10.4545454545455,10.4545454545455,3.63636363636364,17.0585127089937,17.7170344922497,448,0.716517857142857,24.5543339847585
"152","Tranmere Rovers",11,19,11,1.07375342070909,1.41956301721818,1.07375342070909,1.27710847176364,12.3636363636364,12.3636363636364,3.36363636363636,14.9090909090909,14.7272727272727,4.36363636363636,18.604308227998,17.4896590508717,526.090909090909,0.694487644720926,25.0794678515639
"156","Walsall",26,1,12,0.9665242822,1.05231741048333,0.9665242822,0.92173407715,9.5,9.5,3.41666666666667,12.4166666666667,12.25,3.41666666666667,16.8984184764503,17.6948425464843,301.75,0.581883457608395,27.4029671333609
